ticker,date,time_published,title,summary,source,source_domain,category_within_source,url,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,authors_json,topics_json,banner_image
META,2020-06-26,20200626T233619,"LATEST TECH NEWS: Verizon joins others to boycott Facebook. 4 other things and a trivia you need to know today, June 26, 2020","This article covers five key tech news stories from June 26, 2020, including Verizon joining the boycott against Facebook due to hate speech concerns, Egyptian edtech OTO Courses securing new investment, Waymo and Volvo partnering on electric robotaxis, the opening of applications for the AppsAfrica Innovation Awards 2020, and Amazon's reported acquisition of self-driving startup Zoox for over $1 billion. It also includes a tech trivia question and answer about the beginning of computer engineering.",Ripples Nigeria,Ripples Nigeria,General,https://www.ripplesnigeria.com/latest-tech-news-verizon-joins-others-to-boycott-facebook-4-other-things-and-a-trivia-you-need-to-know-today-june-26-2020/,-0.072603,Neutral,0.857100,-0.388562,Bearish,"[""Ripples Nigeria""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""mergers_and_acquisitions"", ""relevance_score"": ""0.811536""}]",
VZ,2020-06-26,20200626T233619,"LATEST TECH NEWS: Verizon joins others to boycott Facebook. 4 other things and a trivia you need to know today, June 26, 2020","This article covers five key tech news stories from June 26, 2020, including Verizon joining the boycott against Facebook due to hate speech concerns, Egyptian edtech OTO Courses securing new investment, Waymo and Volvo partnering on electric robotaxis, the opening of applications for the AppsAfrica Innovation Awards 2020, and Amazon's reported acquisition of self-driving startup Zoox for over $1 billion. It also includes a tech trivia question and answer about the beginning of computer engineering.",Ripples Nigeria,Ripples Nigeria,General,https://www.ripplesnigeria.com/latest-tech-news-verizon-joins-others-to-boycott-facebook-4-other-things-and-a-trivia-you-need-to-know-today-june-26-2020/,-0.072603,Neutral,0.989386,-0.327242,Somewhat-Bearish,"[""Ripples Nigeria""]","[{""topic"": ""technology"", ""relevance_score"": ""1.000000""}, {""topic"": ""mergers_and_acquisitions"", ""relevance_score"": ""0.811536""}]",
APTV,2020-06-27,20200627T000000,Automotive Backup Camera Market 2020-2024 | Focus on Enhancing Safety in Vehicles to Boost Growth | Technavio,"The automotive backup camera market is projected to grow by 44.27 million units between 2020 and 2024, with a CAGR of over 12%, driven by a focus on enhancing vehicle safety and an increasing number of fatalities. Technavio's report identifies key vendors and market segments, highlighting opportunities in the passenger car and commercial vehicle applications across various geographies. The market is fragmented and includes major players like Aptiv Plc, Continental AG, and Robert Bosch GmbH.",Samoa Observer,Samoa Observer,General,https://www.samoaobserver.ws/category/technology/65605,0.333178,Somewhat-Bullish,0.730661,0.310518,Somewhat-Bullish,"[""Associated Press""]","[{""topic"": ""technology"", ""relevance_score"": ""0.903370""}, {""topic"": ""energy_transportation"", ""relevance_score"": ""0.748797""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.605066""}]",https://www.businesswire.com/news/home/20200626005254/en/
GNTX,2020-06-27,20200627T000000,Automotive Backup Camera Market 2020-2024 | Focus on Enhancing Safety in Vehicles to Boost Growth | Technavio,"The automotive backup camera market is projected to grow by 44.27 million units between 2020 and 2024, with a CAGR of over 12%, driven by a focus on enhancing vehicle safety and an increasing number of fatalities. Technavio's report identifies key vendors and market segments, highlighting opportunities in the passenger car and commercial vehicle applications across various geographies. The market is fragmented and includes major players like Aptiv Plc, Continental AG, and Robert Bosch GmbH.",Samoa Observer,Samoa Observer,General,https://www.samoaobserver.ws/category/technology/65605,0.333178,Somewhat-Bullish,0.925343,0.329597,Somewhat-Bullish,"[""Associated Press""]","[{""topic"": ""technology"", ""relevance_score"": ""0.903370""}, {""topic"": ""energy_transportation"", ""relevance_score"": ""0.748797""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.605066""}]",https://www.businesswire.com/news/home/20200626005254/en/
MED,2020-06-27,20200627T145800,"Is Medifast, Inc. (MED) A Good Stock To Buy?","This article examines hedge fund sentiment towards Medifast, Inc. (NYSE: MED) to determine if it's a good investment. As of Q1 2020, MED was in 16 hedge funds' portfolios, a decrease from the previous quarter, though major funds like Engaged Capital held significant stakes. The analysis suggests that while not among the most popular stocks, MED outperformed the market significantly in Q2 2020, rewarding bullish hedge funds.",Insider Monkey,Insider Monkey,General,https://www.insidermonkey.com/blog/is-medifast-inc-med-a-good-stock-to-buy-853874/,0.42316,Bullish,1.000000,0.390247,Bullish,"[""Asma UL Husna""]","[{""topic"": ""financial_markets"", ""relevance_score"": ""0.935909""}, {""topic"": ""finance"", ""relevance_score"": ""0.812831""}]",
ACN,2020-06-27,20200627T214140,Mastering the AI Application from the Center of Excellence,"This article emphasizes the importance of establishing a Center of Excellence (CoE) for governing the development, deployment, and operation of enterprise AI applications at scale. It outlines best practices based on C3 AI's decade of experience, aiming to help organizations achieve sustained results from their AI investments. The paper, available for download, details objectives, critical success factors, structure, roles, and staffing for an effective AI CoE.",C3 AI,C3 AI,General,https://c3.ai/what-is-enterprise-ai/best-practices-for-governing-the-ai-application-lifecycle-the-center-of-excellence/,0.405702,Bullish,0.649637,0.303507,Somewhat-Bullish,[],"[{""topic"": ""technology"", ""relevance_score"": ""0.830032""}]",
AI,2020-06-27,20200627T214140,Mastering the AI Application from the Center of Excellence,"This article emphasizes the importance of establishing a Center of Excellence (CoE) for governing the development, deployment, and operation of enterprise AI applications at scale. It outlines best practices based on C3 AI's decade of experience, aiming to help organizations achieve sustained results from their AI investments. The paper, available for download, details objectives, critical success factors, structure, roles, and staffing for an effective AI CoE.",C3 AI,C3 AI,General,https://c3.ai/what-is-enterprise-ai/best-practices-for-governing-the-ai-application-lifecycle-the-center-of-excellence/,0.405702,Bullish,1.000000,0.543361,Bullish,[],"[{""topic"": ""technology"", ""relevance_score"": ""0.830032""}]",
IBM,2020-06-27,20200627T214140,Mastering the AI Application from the Center of Excellence,"This article emphasizes the importance of establishing a Center of Excellence (CoE) for governing the development, deployment, and operation of enterprise AI applications at scale. It outlines best practices based on C3 AI's decade of experience, aiming to help organizations achieve sustained results from their AI investments. The paper, available for download, details objectives, critical success factors, structure, roles, and staffing for an effective AI CoE.",C3 AI,C3 AI,General,https://c3.ai/what-is-enterprise-ai/best-practices-for-governing-the-ai-application-lifecycle-the-center-of-excellence/,0.405702,Bullish,0.625216,0.301219,Somewhat-Bullish,[],"[{""topic"": ""technology"", ""relevance_score"": ""0.830032""}]",
ERJ,2020-06-27,20200627T221153,FAB officially receives the 3rd Embraer KC-390 aircraft,"The Brazilian Air Force (FAB) officially received its third Embraer KC-390 Millennium multi-mission aircraft on June 27, 2020. This new aircraft, FAB 2855, landed at Ala 2 – Anápolis Air Force Base and was received by a crew exclusively composed of members of the First Troop Transport Group. The KC-390 aircraft are crucial for logistical air transport, including efforts to combat and prevent COVID-19, and increase the FAB's operational capacity and crew training.",Aeroflap,Aeroflap,General,https://www.aeroflap.com.br/en/fab-officially-receives-the-3rd-embraer-kc-390-aircraft/,0.401153,Bullish,1.000000,0.417480,Bullish,"[""peter""]","[{""topic"": ""manufacturing"", ""relevance_score"": ""0.948024""}, {""topic"": ""energy_transportation"", ""relevance_score"": ""0.803994""}]",
FFBC,2020-06-27,20200627T221646,Business notebook: First Financial Bank names executive VP of human resources,"First Financial Bank, N.A. has named Pat Schulz as executive vice president of human resources, bringing over 30 years of experience to the role. Additionally, the Abilene Small Business Development Center will host a free webinar on PPP loan forgiveness on July 9.",Abilene Reporter-News,Abilene Reporter-News,General,https://www.reporternews.com/story/money/business/local/2020/06/27/business-notebook-first-financial-bank-names-executive-vp-hr/3260640001/,0.033754,Neutral,0.346982,0.038790,Neutral,"[""Abilene Reporter-News""]","[{""topic"": ""finance"", ""relevance_score"": ""1.000000""}]",
GE,2020-06-27,20200627T224215,Update on Russian Fast Reactor Projects,"Rosatom is making significant progress on its fast reactor projects, including the MBIR test reactor which is seeking international partners and set for completion in 2025. The BN-600 fast reactor is also being considered for a 15-year life extension to 2040, and the BREST OD 300 prototype has reached new milestones. The article also touches on other nuclear news, such as X-energy's partnership with Nuclear Fuel Industries to supply TRISO fuel to Japan and Centrus Energy's application for a license expansion to produce HALEU.",Neutron Bytes,Neutron Bytes,General,https://neutronbytes.com/2020/06/27/update-on-russian-fast-reactor-projects/,0.407168,Bullish,0.601704,0.136835,Neutral,"[""djysrv""]","[{""topic"": ""energy_transportation"", ""relevance_score"": ""0.930167""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.725293""}]",
LEU,2020-06-27,20200627T224215,Update on Russian Fast Reactor Projects,"Rosatom is making significant progress on its fast reactor projects, including the MBIR test reactor which is seeking international partners and set for completion in 2025. The BN-600 fast reactor is also being considered for a 15-year life extension to 2040, and the BREST OD 300 prototype has reached new milestones. The article also touches on other nuclear news, such as X-energy's partnership with Nuclear Fuel Industries to supply TRISO fuel to Japan and Centrus Energy's application for a license expansion to produce HALEU.",Neutron Bytes,Neutron Bytes,General,https://neutronbytes.com/2020/06/27/update-on-russian-fast-reactor-projects/,0.407168,Bullish,0.969181,0.748157,Bullish,"[""djysrv""]","[{""topic"": ""energy_transportation"", ""relevance_score"": ""0.930167""}, {""topic"": ""manufacturing"", ""relevance_score"": ""0.725293""}]",
NFG,2020-06-27,20200627T224600,New York's Highest Court Upholds Taking of Private Property for Pipeline that Might Never Get Built,"New York's highest court, the Court of Appeals, issued a 4-2 decision upholding the use of eminent domain for a pipeline that may never be built, drawing parallels to the Kelo v. City of New London case. The ruling allows private property seizure based on a conditional federal certificate of public convenience, despite the pipeline not having necessary state environmental approvals. Critics, including dissenting Judge Jenny Rivera, argue that this decision undermines public use requirements and could lead to property takings for uncertain projects.",Reason Magazine,Reason Magazine,General,https://reason.com/volokh/2020/06/27/new-yorks-highest-court-upholds-taking-of-private-property-for-pipeline-that-might-never-get-built/,0.026628,Neutral,0.341232,0.027136,Neutral,"[""Ilya Somin""]","[{""topic"": ""energy_transportation"", ""relevance_score"": ""0.928580""}, {""topic"": ""real_estate"", ""relevance_score"": ""0.802637""}, {""topic"": ""economy_macro"", ""relevance_score"": ""0.746779""}]",NULL
